,Unnamed: 0,raw_text,aspectTerms
608,608,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,"[{'term': 'system memory', 'polarity': 'negative'}, {'term': 'radeon 5850', 'polarity': 'negative'}, {'term': 'DDR5', 'polarity': 'positive'}, {'term': 'DDR3', 'polarity': 'negative'}]"
609,609,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.","[{'term': 'programs', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}]"
610,610,"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.","[{'term': 'speed', 'polarity': 'positive'}]"
611,611,Awesome laptop and the perfect size to carry around in college.,"[{'term': 'size', 'polarity': 'positive'}]"
612,612," A MONTH LATER, we reinstall the OS (Vista).","[{'term': 'OS (Vista)', 'polarity': 'negative'}]"
613,613,"Some problems can be fixed if you purchase new software, but there is no guarentee.","[{'term': 'software', 'polarity': 'negative'}]"
614,614,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,"[{'term': 'battery life', 'polarity': 'negative'}]"
615,615,The battery life is also relatively good.,"[{'term': 'battery life', 'polarity': 'positive'}]"
616,616,"  I definitely suggest getting an extended warranty, you will probably need it!","[{'term': 'extended warranty', 'polarity': 'positive'}]"
617,617,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","[{'term': 'features', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
618,618,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.","[{'term': 'pop up windows', 'polarity': 'positive'}, {'term': 'web programming software', 'polarity': 'positive'}, {'term': 'pop ups', 'polarity': 'neutral'}]"
619,619,Memory is upgradable.,"[{'term': 'Memory', 'polarity': 'positive'}]"
620,620,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.","[{'term': '3G network', 'polarity': 'negative'}, {'term': 'Web access', 'polarity': 'negative'}]"
621,621,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'design based programs', 'polarity': 'neutral'}, {'term': 'Adobe Creative Suite', 'polarity': 'neutral'}]"
622,622,Moral of the story:-Do not buy anything from companies that do not respect their customers.,"[{'term': 'companies', 'polarity': 'negative'}]"
623,623,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,"[{'term': 'customer service', 'polarity': 'negative'}]"
624,624,As well as having the plug in the computer come loose.,"[{'term': 'plug', 'polarity': 'negative'}]"
625,625,Second HDD cover has walls inside that need to be broken if you what to install one.,"[{'term': 'HDD cover', 'polarity': 'neutral'}]"
626,626,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,"[{'term': 'applications', 'polarity': 'neutral'}]"
627,627,Great product by Apple with the new great looking design.,"[{'term': 'design', 'polarity': 'positive'}]"
628,628,I love the keyboard.,"[{'term': 'keyboard', 'polarity': 'positive'}]"
629,629,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","[{'term': 'iphoto', 'polarity': 'positive'}, {'term': 'program', 'polarity': 'positive'}]"
630,630,"The screen isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.","[{'term': 'screen', 'polarity': 'conflict'}]"
631,631,I will have to purchase Spy ware or Nortell for privacy protection.,"[{'term': 'Spy ware', 'polarity': 'neutral'}, {'term': 'Nortell', 'polarity': 'neutral'}]"
632,632,I was said it's videocard.,"[{'term': 'videocard', 'polarity': 'negative'}]"
633,633,For the price and what I get out of it has exceeded my expectations.,"[{'term': 'price', 'polarity': 'positive'}]"
634,634,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","[{'term': 'drivers', 'polarity': 'negative'}]"
635,635,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,"[{'term': 'speakers', 'polarity': 'negative'}, {'term': 'keyboard', 'polarity': 'neutral'}]"
636,636,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.","[{'term': 'use', 'polarity': 'positive'}]"
637,637,"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.","[{'term': 'Setting', 'polarity': 'negative'}, {'term': 'screen size', 'polarity': 'negative'}, {'term': 'pixel sizes', 'polarity': 'negative'}]"
638,638,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,"[{'term': 'pre installed software update', 'polarity': 'negative'}]"
639,639,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","[{'term': 'customer services', 'polarity': 'negative'}, {'term': 'toshiba customer services', 'polarity': 'negative'}]"
640,640,"Also, the space bar makes a noisy click every time you use it.","[{'term': 'space bar', 'polarity': 'negative'}]"
641,641,iPhotos is an excellent program for storing and organizing photos.,"[{'term': 'iPhotos', 'polarity': 'positive'}, {'term': 'program', 'polarity': 'positive'}]"
642,642,Other than that its a great performing machine and well meets all my needs and more.,"[{'term': 'performing', 'polarity': 'positive'}]"
643,643,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.","[{'term': 'software', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'negative'}, {'term': 'booting', 'polarity': 'negative'}]"
644,644,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","[{'term': 'programs', 'polarity': 'positive'}, {'term': 'iphoto', 'polarity': 'positive'}, {'term': 'imail', 'polarity': 'positive'}, {'term': 'imovie', 'polarity': 'positive'}]"
645,645,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","[{'term': 'software', 'polarity': 'neutral'}]"
646,646,Comfterbale to use light easy to transport.,"[{'term': 'use', 'polarity': 'positive'}, {'term': 'transport', 'polarity': 'positive'}]"
647,647,The Computer itself is a good product but the repair depot stinks.,"[{'term': 'repair depot', 'polarity': 'negative'}]"
648,648,I thought the price was great for the specs.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'specs', 'polarity': 'positive'}]"
649,649,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"[{'term': 'cd drive', 'polarity': 'negative'}]"
650,650,"So, the hard disk capacity really doesn't matter to me.","[{'term': 'hard disk capacity', 'polarity': 'neutral'}]"
651,651,Keys stick periodically and I havent had the laptop for 45 days yet.,"[{'term': 'Keys', 'polarity': 'negative'}]"
652,652,I also like that you can scroll down in a window using two fingers on the trackpad.,"[{'term': 'trackpad', 'polarity': 'positive'}]"
653,653,Everything from the design to the OS is simple and to the point.,"[{'term': 'design', 'polarity': 'positive'}, {'term': 'OS', 'polarity': 'positive'}]"
654,654,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"[{'term': 'shipping', 'polarity': 'negative'}]"
655,655,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,"[{'term': 'gaming look', 'polarity': 'positive'}, {'term': 'gaming performance', 'polarity': 'positive'}]"
656,656,This just keeps having it's hard drive replaced!,"[{'term': 'hard drive', 'polarity': 'negative'}]"
657,657,"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.","[{'term': 'cost', 'polarity': 'negative'}]"
658,658,The only downfall is the volume control.,"[{'term': 'volume control', 'polarity': 'negative'}]"
659,659,Very fast boot up and shut down.,"[{'term': 'boot up', 'polarity': 'positive'}, {'term': 'shut down', 'polarity': 'positive'}]"
660,660,I finally decided on this laptop because it was the right price for what I need it.,"[{'term': 'price', 'polarity': 'positive'}]"
661,661,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.","[{'term': 'internet connectivity', 'polarity': 'neutral'}, {'term': 'USB wireless card', 'polarity': 'neutral'}]"
662,662,I had read online that some users were having sound problems.,"[{'term': 'sound', 'polarity': 'negative'}]"
663,663,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.","[{'term': 'cost', 'polarity': 'positive'}]"
664,664,It discharges too quickly.,"[{'term': 'discharges', 'polarity': 'negative'}]"
665,665,"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.","[{'term': 'compatibility', 'polarity': 'negative'}]"
666,666,Then it ceased charging at all.,"[{'term': 'charging', 'polarity': 'negative'}]"
667,667,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.","[{'term': 'stand', 'polarity': 'neutral'}, {'term': 'design', 'polarity': 'negative'}, {'term': 'heat sink', 'polarity': 'negative'}]"
668,668,"*=Webcam is a bit laggy, not the greatest.","[{'term': 'Webcam', 'polarity': 'negative'}]"
669,669,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.","[{'term': 'trend micro', 'polarity': 'neutral'}, {'term': 'antiviral program', 'polarity': 'neutral'}]"
670,670,"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.","[{'term': 'warrenty', 'polarity': 'negative'}]"
671,671,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,"[{'term': 'plastic piece', 'polarity': 'negative'}, {'term': 'usb port wires', 'polarity': 'neutral'}]"
672,672,Wonderful sleek case design is only on the outside.,"[{'term': 'case design', 'polarity': 'positive'}]"
673,673,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,"[{'term': 'connection', 'polarity': 'neutral'}]"
674,674,The pricing is very competitive.,"[{'term': 'pricing', 'polarity': 'positive'}]"
675,675,Connecting to my wireless router via built-in wireless took no time at all.,"[{'term': 'built-in wireless', 'polarity': 'positive'}]"
676,676,This computer is exceptionally thin for it's screen size and processing power.,"[{'term': 'screen size', 'polarity': 'positive'}, {'term': 'processing power', 'polarity': 'positive'}]"
677,677,I have not had a problem with the applications quitting or freezing.,"[{'term': 'applications', 'polarity': 'positive'}]"
678,678,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.","[{'term': 'screen', 'polarity': 'negative'}]"
679,679,This wiped out several programs that were installed on the computer when it was bought.,"[{'term': 'programs', 'polarity': 'negative'}]"
680,680,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'graphics', 'polarity': 'neutral'}]"
681,681,"I have Vista, so I am unable to install and uninstall  some programs.","[{'term': 'Vista', 'polarity': 'negative'}, {'term': 'programs', 'polarity': 'negative'}, {'term': 'install', 'polarity': 'negative'}, {'term': 'uninstall\xa0', 'polarity': 'negative'}]"
682,682,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'keyboard', 'polarity': 'positive'}]"
683,683,the mouse jumps around all the time and it clicks stuff i dont want it too.,"[{'term': 'mouse', 'polarity': 'negative'}]"
684,684,For those that care about noise this thing doesn't really make any;,"[{'term': 'noise', 'polarity': 'positive'}]"
685,685,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","[{'term': 'IWORKS', 'polarity': 'positive'}, {'term': 'Itunes', 'polarity': 'positive'}, {'term': 'MS Office', 'polarity': 'positive'}]"
686,686,The macbooks are small enough to be very portable yet hold tons of information and performance.,"[{'term': 'performance', 'polarity': 'positive'}]"
687,687,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"[{'term': 'iWork', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'negative'}]"
688,688,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).","[{'term': 'BIOS', 'polarity': 'negative'}, {'term': 'Windows', 'polarity': 'negative'}]"
689,689,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,"[{'term': 'application', 'polarity': 'neutral'}, {'term': 'OS X', 'polarity': 'neutral'}, {'term': 'Boot Camp', 'polarity': 'neutral'}, {'term': 'Windows', 'polarity': 'neutral'}]"
690,690,The mousepad is a huge pain in the arse!,"[{'term': 'mousepad', 'polarity': 'negative'}]"
691,691,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.","[{'term': 'Windows 7', 'polarity': 'neutral'}]"
692,692,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.","[{'term': 'Applecare', 'polarity': 'neutral'}, {'term': 'extended warranty', 'polarity': 'neutral'}]"
693,693,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","[{'term': 'windows', 'polarity': 'neutral'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'cad programs', 'polarity': 'neutral'}, {'term': 'bootcamp', 'polarity': 'neutral'}]"
694,694,"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.","[{'term': 'memory', 'polarity': 'neutral'}]"
695,695,  since then i have had minor problems with slow operation.,"[{'term': 'operation', 'polarity': 'negative'}]"
696,696,Registration/1st use is easy.,"[{'term': 'use', 'polarity': 'positive'}]"
697,697,Take your time and go through the tutorials patiently.,"[{'term': 'tutorials', 'polarity': 'neutral'}]"
698,698,  This time the mouse pad and right click key wouldn't work!,"[{'term': 'mouse pad', 'polarity': 'negative'}, {'term': 'right click key', 'polarity': 'negative'}]"
699,699,The first full charge of this battery got me only about 2 full hours.,"[{'term': 'battery', 'polarity': 'negative'}, {'term': 'full charge', 'polarity': 'negative'}]"
700,700,"I bought a cordless mouse for it, but don't always take it out;","[{'term': 'cordless mouse', 'polarity': 'positive'}]"
701,701,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.","[{'term': 'runs', 'polarity': 'positive'}]"
702,702,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,"[{'term': 'Toshiba tech support', 'polarity': 'negative'}, {'term': 'techs', 'polarity': 'negative'}]"
703,703,They only stay charged a little over an hour.,"[{'term': 'charged', 'polarity': 'negative'}]"
704,704,"The 4 USB ports are nice, but the two on the side only work now and then.","[{'term': 'USB ports', 'polarity': 'conflict'}]"
705,705,  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,"[{'term': 'tech support', 'polarity': 'negative'}, {'term': 'online chat', 'polarity': 'neutral'}]"
706,706,Keyboard could use some trimming.,"[{'term': 'Keyboard', 'polarity': 'negative'}]"
707,707,Its white color is stylish for college students and easy to take to carry and take to classes.,"[{'term': 'color', 'polarity': 'positive'}]"
708,708,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.","[{'term': 'keyboard', 'polarity': 'negative'}, {'term': 'speaker grill', 'polarity': 'negative'}, {'term': 'buttons', 'polarity': 'negative'}, {'term': 'USB ports', 'polarity': 'negative'}]"
709,709,"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.","[{'term': 'full service', 'polarity': 'conflict'}]"
710,710,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,"[{'term': 'warranty', 'polarity': 'positive'}]"
711,711,The letter A stopped working after the first week.,"[{'term': 'letter A', 'polarity': 'negative'}]"
712,712,This is what I call a good after sales service.,"[{'term': 'after sales service', 'polarity': 'positive'}]"
713,713,I took off a star because the machine has a lot of junk software on it.,"[{'term': 'software', 'polarity': 'negative'}]"
714,714,"With what I do know how to do, the computer works beautiful.","[{'term': 'works', 'polarity': 'positive'}]"
715,715,Tried to make a recovey disk wouldnt get passed the first recovery disk.,"[{'term': 'recovey disk', 'polarity': 'negative'}, {'term': 'recovery disk', 'polarity': 'negative'}]"
716,716,"Most everything is fine with this machine: speed, capacity, build.","[{'term': 'speed', 'polarity': 'positive'}, {'term': 'capacity', 'polarity': 'positive'}, {'term': 'build', 'polarity': 'positive'}]"
717,717,"For the same price, you get a lot more in the Asus....1920x1080 res.","[{'term': 'price', 'polarity': 'negative'}]"
718,718,"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.","[{'term': 'iTunes', 'polarity': 'neutral'}]"
719,719,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","[{'term': 'portability', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]"
720,720,It is in the best condition and has a really high quality.,"[{'term': 'quality', 'polarity': 'positive'}]"
721,721,When it come time for warranty service to Toshiba you don't matter.,"[{'term': 'warranty service to Toshiba', 'polarity': 'neutral'}]"
722,722,  However the frozen screens kept happening.,"[{'term': 'screens', 'polarity': 'negative'}]"
723,723,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.","[{'term': 'space', 'polarity': 'negative'}, {'term': 'downloads', 'polarity': 'negative'}]"
724,724,3) Horrible customer support,"[{'term': 'customer support', 'polarity': 'negative'}]"
725,725,The LED backlit display makes my pictures pop so much more.,"[{'term': 'LED backlit display', 'polarity': 'positive'}]"
726,726,"Apple is always great about the aesthetics of things, they always come up with good looking products.","[{'term': 'aesthetics', 'polarity': 'positive'}]"
727,727,Runs smooth and quick.,"[{'term': 'Runs', 'polarity': 'positive'}]"
728,728,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,"[{'term': 'screen size', 'polarity': 'neutral'}, {'term': 'battery life', 'polarity': 'neutral'}]"
729,729,The graphics are great.,"[{'term': 'graphics', 'polarity': 'positive'}]"
730,730,in 5 months the connect quality got worse and worse.,"[{'term': 'connect quality', 'polarity': 'negative'}]"
731,731,"The big screen allows you to enjoy watching movies , pictures and etc!","[{'term': 'screen', 'polarity': 'positive'}]"
732,732,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.","[{'term': 'headphone', 'polarity': 'negative'}, {'term': 'mic jack', 'polarity': 'negative'}, {'term': 'touch-pad', 'polarity': 'neutral'}, {'term': 'touch-pad', 'polarity': 'negative'}, {'term': 'headphones', 'polarity': 'negative'}, {'term': 'mic', 'polarity': 'negative'}]"
733,733,For the [$] price (special offer) this is a great laptop.,"[{'term': 'price', 'polarity': 'positive'}]"
734,734,the manufacturer's warranty only covers replacement/repair of parts.,"[{'term': 'warranty', 'polarity': 'negative'}]"
735,735,What I'd like is for the laptop to run well without having to purchase additional memory.,"[{'term': 'memory', 'polarity': 'negative'}, {'term': 'run', 'polarity': 'neutral'}]"
736,736,It works exactly like it did the day I took it out of the box.,"[{'term': 'works', 'polarity': 'positive'}]"
737,737,"It is fast booting up , shutting down, and connection with the internet.","[{'term': 'connection with the internet', 'polarity': 'positive'}, {'term': 'booting up', 'polarity': 'positive'}, {'term': 'shutting down', 'polarity': 'positive'}]"
738,738,The battery life is great.,"[{'term': 'battery life', 'polarity': 'positive'}]"
739,739,This is not a serious gaming laptop or a serious media machine;,"[{'term': 'gaming', 'polarity': 'negative'}]"
740,740,  They replaced my hard drive as well as my mother board.,"[{'term': 'hard drive', 'polarity': 'neutral'}, {'term': 'mother board', 'polarity': 'neutral'}]"
741,741,There is nothing to complain about the system.,"[{'term': 'system', 'polarity': 'positive'}]"
742,742,and it comes with the new OSX that comes with new features that makes the use more easy.,"[{'term': 'OSX', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
743,743,"Now the screen is going darker, darker, darker.","[{'term': 'screen', 'polarity': 'negative'}]"
744,744,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,"[{'term': 'KEYS', 'polarity': 'negative'}, {'term': 'KEYBOARD', 'polarity': 'negative'}, {'term': 'KEYS', 'polarity': 'negative'}]"
745,745,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.","[{'term': 'Features', 'polarity': 'neutral'}, {'term': 'Dashboard', 'polarity': 'neutral'}]"
746,746,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,"[{'term': 'return policy', 'polarity': 'negative'}]"
747,747,"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.","[{'term': 'battery', 'polarity': 'negative'}]"
748,748,Great pick for portability and affordability.,"[{'term': 'portability', 'polarity': 'positive'}, {'term': 'affordability', 'polarity': 'positive'}]"
749,749,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","[{'term': 'set up', 'polarity': 'positive'}, {'term': 'hook to my wireless network', 'polarity': 'positive'}]"
750,750,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.","[{'term': 'aluminum style', 'polarity': 'positive'}, {'term': 'specs', 'polarity': 'positive'}, {'term': 'nvidia 9800', 'polarity': 'neutral'}]"
751,751,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,"[{'term': 'arm piece', 'polarity': 'positive'}]"
752,752,I take it everywhere with me because it's so easy to carry.,"[{'term': 'carry', 'polarity': 'positive'}]"
753,753,The only thing is that the battery won't last more than 1/2 an hour.,"[{'term': 'battery', 'polarity': 'negative'}]"
754,754,The first fell apart right after the 1-year-warranty.,"[{'term': '1-year-warranty', 'polarity': 'neutral'}]"
755,755,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,"[{'term': 'word', 'polarity': 'conflict'}, {'term': 'word processer', 'polarity': 'positive'}]"
756,756,The keyboard has a wonderful nature feel.,"[{'term': 'keyboard', 'polarity': 'positive'}]"
757,757,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.","[{'term': 'battery', 'polarity': 'neutral'}, {'term': 'hard disk', 'polarity': 'neutral'}]"
758,758,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,"[{'term': 'battery', 'polarity': 'negative'}, {'term': 'battery', 'polarity': 'positive'}]"
759,759,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.","[{'term': 'performance specs', 'polarity': 'neutral'}, {'term': 'features', 'polarity': 'neutral'}]"
760,760,I have no idea how this could have even gotten past quality control during production.,"[{'term': 'quality control', 'polarity': 'negative'}]"
761,761,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","[{'term': 'touch-mouse', 'polarity': 'negative'}]"
762,762,"Oh yea, has no numeric pad on the side.","[{'term': 'numeric pad', 'polarity': 'negative'}]"
763,763,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.","[{'term': 'cover for the DVD drive', 'polarity': 'negative'}, {'term': 'construction quality', 'polarity': 'negative'}]"
764,764,But the arm velcro is torn after one use.,"[{'term': 'arm velcro', 'polarity': 'negative'}]"
765,765,The software is amazing.,"[{'term': 'software', 'polarity': 'positive'}]"
766,766,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.","[{'term': 'LCD', 'polarity': 'negative'}]"
767,767,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.","[{'term': '2 GB of RAM', 'polarity': 'positive'}, {'term': 'Windows 7', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}]"
768,768,"The battery life is amazing, the versitility is outstanding.","[{'term': 'battery life', 'polarity': 'positive'}, {'term': 'versitility', 'polarity': 'positive'}]"
769,769,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.","[{'term': 'Safari', 'polarity': 'neutral'}]"
770,770,Vista is a nightmare.,"[{'term': 'Vista', 'polarity': 'negative'}]"
771,771,The program came with the computer and works beautifully.,"[{'term': 'program', 'polarity': 'positive'}]"
772,772,"the hinge design forced you to place various connections all around the computer, left right and front.","[{'term': 'hinge design', 'polarity': 'negative'}]"
773,773,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'display', 'polarity': 'positive'}, {'term': 'browsers', 'polarity': 'neutral'}]"
774,774,The So called laptop Runs to Slow and I hate it!,"[{'term': 'Runs', 'polarity': 'negative'}]"
775,775,Charger seems large for this class of computer.,"[{'term': 'Charger', 'polarity': 'negative'}]"
776,776,I dislike the quality and the placement of the speakers.,"[{'term': 'speakers', 'polarity': 'negative'}]"
777,777,"The screen graphics and clarity, and sharpness are great.","[{'term': 'screen graphics', 'polarity': 'positive'}, {'term': 'clarity', 'polarity': 'positive'}, {'term': 'sharpness', 'polarity': 'positive'}]"
778,778,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","[{'term': 'customer support', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'neutral'}, {'term': 'safety feature', 'polarity': 'neutral'}]"
779,779,The unibody design is edgy and durable.,"[{'term': 'unibody design', 'polarity': 'positive'}]"
780,780,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"[{'term': 'BOOTING UP', 'polarity': 'negative'}, {'term': 'one-year warranty', 'polarity': 'neutral'}]"
781,781,"But, for the cost this is a winner.","[{'term': 'cost', 'polarity': 'positive'}]"
782,782,Later it held zero charge and its replacement worked for less than three months.,"[{'term': 'charge', 'polarity': 'negative'}]"
783,783,"  Also, the battery does not last very long at all.","[{'term': 'battery', 'polarity': 'negative'}]"
784,784,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[{'term': 'software', 'polarity': 'conflict'}, {'term': 'software', 'polarity': 'negative'}]"
785,785,I looked around and based off my price/features comparison from a brand I trusted I landed here.,"[{'term': 'price', 'polarity': 'neutral'}, {'term': 'features', 'polarity': 'neutral'}]"
786,786,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"[{'term': 'services', 'polarity': 'negative'}]"
787,787,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,"[{'term': 'performance', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
788,788,Unless you need the Bluetooth 3.,"[{'term': 'Bluetooth 3', 'polarity': 'neutral'}]"
789,789,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,"[{'term': 'warrenty', 'polarity': 'negative'}, {'term': 'fan blade', 'polarity': 'negative'}]"
790,790,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.","[{'term': 'internet connection', 'polarity': 'negative'}]"
791,791,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[{'term': 'external harddrives', 'polarity': 'negative'}]"
792,792,I don't understand why only Windows 7 Starter is included.,"[{'term': 'Windows 7 Starter', 'polarity': 'negative'}]"
793,793,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","[{'term': 'functionality', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}, {'term': 'simplicity', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]"
794,794,My macbook is so much better looking and so thin!,"[{'term': 'looking', 'polarity': 'positive'}]"
795,795,The ease of use is wonderful.,"[{'term': 'use', 'polarity': 'positive'}]"
