,Unnamed: 0,raw_text,aspectTerms
802,802,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[{'term': 'open kitchen', 'polarity': 'positive'}]"
803,803,Pizza was a little soggy.,"[{'term': 'Pizza', 'polarity': 'negative'}]"
804,804,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'bhelpuri', 'polarity': 'positive'}, {'term': 'sevpuri', 'polarity': 'positive'}, {'term': 'samosa chaats', 'polarity': 'positive'}, {'term': 'indian appetizers', 'polarity': 'positive'}, {'term': 'bombay style chaat', 'polarity': 'positive'}]"
805,805,The Singapore Mai Fun had NO curry flavor whatsoever.,"[{'term': 'Singapore Mai Fun', 'polarity': 'negative'}, {'term': 'curry flavor', 'polarity': 'negative'}]"
806,806,The only problem is that the manager is a complete incompetent.,"[{'term': 'manager', 'polarity': 'negative'}]"
807,807,The wine list is interesting and has many good values.,"[{'term': 'wine list', 'polarity': 'positive'}]"
808,808,I'm still mad that i had to pay for lousy food.,"[{'term': 'food', 'polarity': 'negative'}]"
809,809,This restaurant used to be our regular Thursday night dinner location.,"[{'term': 'dinner location', 'polarity': 'neutral'}]"
810,810,Definite go if you're used to good Indian restaurant food from abroad.,"[{'term': 'Indian restaurant food', 'polarity': 'positive'}]"
811,811,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.","[{'term': 'AT MOSHPHERE', 'polarity': 'positive'}]"
812,812,"By far, the best pizza in Manhattan.","[{'term': 'pizza', 'polarity': 'positive'}]"
813,813,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
814,814,The waiter actually poured water on my hand and walked away.,"[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'water', 'polarity': 'neutral'}]"
815,815,"The food is mostly made from scratch, fresh and well prepared.","[{'term': 'food', 'polarity': 'positive'}]"
816,816,"Worse of all, $60 was erroneously added to our $80 bill.","[{'term': 'bill', 'polarity': 'negative'}]"
817,817,"NO more reservations, expensive tips and annoying stuff.","[{'term': 'reservations', 'polarity': 'positive'}, {'term': 'tips', 'polarity': 'positive'}, {'term': 'stuff', 'polarity': 'positive'}]"
818,818,Try the sea bass.,"[{'term': 'sea bass', 'polarity': 'positive'}]"
819,819,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sushi places', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]"
820,820,Sushi wasn't anything spectacular for the price.,"[{'term': 'Sushi', 'polarity': 'neutral'}, {'term': 'price', 'polarity': 'negative'}]"
821,821,"During our meal, the management came over and checked on us and even bought us a round of drinks.","[{'term': 'management', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'neutral'}, {'term': 'round of drinks', 'polarity': 'neutral'}]"
822,822,"But they don't have a toaster, which is strange.","[{'term': 'toaster', 'polarity': 'negative'}]"
823,823,"So, for good food i'd recommend it, but not for a fun night out.","[{'term': 'food', 'polarity': 'positive'}]"
824,824,The menu choices are similar but the taste lacked more flavor than it looked.,"[{'term': 'taste', 'polarity': 'negative'}, {'term': 'menu choices', 'polarity': 'neutral'}, {'term': 'flavor', 'polarity': 'negative'}]"
825,825,A must for all the Dosa lovers.,"[{'term': 'Dosa', 'polarity': 'positive'}]"
826,826,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'entree', 'polarity': 'neutral'}]"
827,827,The appetizers are just OK and the main courses were decidedly subpar.,"[{'term': 'appetizers', 'polarity': 'neutral'}, {'term': 'main courses', 'polarity': 'negative'}]"
828,828,Someone else recommended the dessert - we also left that.,"[{'term': 'dessert', 'polarity': 'negative'}]"
829,829,The exotic food is beautifully presented and is a delight in delicious combinations.,"[{'term': 'exotic food', 'polarity': 'positive'}]"
830,830,The staff is very attentive and we can almost always get a table.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}]"
831,831,"Try the mediterranean salad, it is a true experience for your taste buds!!","[{'term': 'mediterranean salad', 'polarity': 'positive'}]"
832,832,People are always friendly.,"[{'term': 'People', 'polarity': 'positive'}]"
833,833,The cream cheeses are out of this world and I love that coffee!!,"[{'term': 'cream cheeses', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}]"
834,834,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.","[{'term': 'entrees', 'polarity': 'positive'}, {'term': 'sides', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}]"
835,835,Service was prompt and courteous.,"[{'term': 'Service', 'polarity': 'positive'}]"
836,836,It was not above ordinary and the beef version had cheap (undercooked) beef.,"[{'term': 'beef version', 'polarity': 'negative'}, {'term': 'beef', 'polarity': 'negative'}]"
837,837,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.","[{'term': 'decor', 'polarity': 'positive'}]"
838,838,"It was nice and fresh, but I can't give it high scores on being authentic thai.","[{'term': 'thai', 'polarity': 'negative'}]"
839,839,"Got club soda, filled with ice, no lime.","[{'term': 'club soda, filled with ice, no lime', 'polarity': 'neutral'}]"
840,840,"Only wine and beer are served, but the house varities are actually quite good.","[{'term': 'wine', 'polarity': 'neutral'}, {'term': 'beer', 'polarity': 'neutral'}, {'term': 'house varities', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'negative'}]"
841,841,This place must have cost the owners afortune to build.,"[{'term': 'owners', 'polarity': 'neutral'}, {'term': 'cost', 'polarity': 'negative'}]"
842,842,"Oh, and the complimentary pudding dessert was just enough- yummy!","[{'term': 'pudding dessert', 'polarity': 'positive'}]"
843,843,we split a tasty vegetable samosa and the malai tikka wrap.,"[{'term': 'vegetable samosa', 'polarity': 'positive'}, {'term': 'malai tikka wrap', 'polarity': 'positive'}]"
844,844,Knowledge of the chef and the waitress are below average.,"[{'term': 'chef', 'polarity': 'negative'}, {'term': 'waitress', 'polarity': 'negative'}]"
845,845,We were walking around the village and went into this place just for some drinks.,"[{'term': 'drinks', 'polarity': 'neutral'}]"
846,846,Decent wine selection too.,"[{'term': 'wine selection', 'polarity': 'positive'}]"
847,847,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.","[{'term': 'bar', 'polarity': 'negative'}, {'term': 'waiting', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}]"
848,848,I have to say I have never had a disapointing meal here.,"[{'term': 'meal', 'polarity': 'positive'}]"
849,849,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"[{'term': 'goat cheese', 'polarity': 'positive'}, {'term': 'panchetta', 'polarity': 'positive'}, {'term': 'raddichio', 'polarity': 'negative'}]"
850,850,"Disappointing food, lousy service.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
851,851,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
852,852,great place to go for a drink too because they have 100 kinds of beer.,"[{'term': 'kinds of beer', 'polarity': 'positive'}, {'term': 'drink', 'polarity': 'neutral'}]"
853,853,"Over price, and small portions .","[{'term': 'price', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'negative'}]"
854,854,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.","[{'term': 'bartender', 'polarity': 'positive'}, {'term': 'champagne', 'polarity': 'neutral'}, {'term': 'turnip soup with pureed basil', 'polarity': 'positive'}]"
855,855,The food was well prepared and the service impecable.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
856,856,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.","[{'term': 'dish', 'polarity': 'positive'}, {'term': 'Thai spiced curry noodles with shrimp', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}, {'term': 'cost', 'polarity': 'positive'}]"
857,857,"Good, dark atmosphere and the music is a nice touch.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
858,858,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'portion', 'polarity': 'positive'}, {'term': 'main course', 'polarity': 'negative'}]"
859,859,But the thai is definitely not great -- bland and indistinguished.,"[{'term': 'thai', 'polarity': 'negative'}]"
860,860,"Great for groups, great for a date, great for early brunch or a nightcap.","[{'term': 'brunch', 'polarity': 'positive'}, {'term': 'nightcap', 'polarity': 'positive'}]"
861,861,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"[{'term': 'food suggestions', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}, {'term': 'sommelier', 'polarity': 'positive'}, {'term': 'fromager', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'neutral'}, {'term': 'cheese', 'polarity': 'neutral'}]"
862,862,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.","[{'term': 'back garden', 'polarity': 'positive'}, {'term': 'reservation', 'polarity': 'negative'}]"
863,863,Stuffing yourself with Japanese food is a rare thing.,"[{'term': 'Japanese food', 'polarity': 'neutral'}]"
864,864,While the food was good (certainly no Il Mulino) the service was horrendous.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
865,865,Service is not what one would expect from a joint in this price category.,"[{'term': 'Service', 'polarity': 'negative'}, {'term': 'price category', 'polarity': 'negative'}]"
866,866,Our family never expected such incredible entertainment in a restaurant.,"[{'term': 'entertainment', 'polarity': 'positive'}]"
867,867,i would recommend reservations on weekends though.,"[{'term': 'reservations', 'polarity': 'neutral'}]"
868,868,Great pizza for lunch place.,"[{'term': 'pizza', 'polarity': 'positive'}]"
869,869,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,"[{'term': 'food', 'polarity': 'conflict'}, {'term': 'lunch', 'polarity': 'negative'}]"
870,870,We were a group of 8 and well seved.,"[{'term': 'seved', 'polarity': 'positive'}]"
871,871,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","[{'term': 'signs', 'polarity': 'positive'}, {'term': 'specials menus', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]"
872,872,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.","[{'term': 'scallop roll', 'polarity': 'positive'}, {'term': 'sesame chicken', 'polarity': 'positive'}]"
873,873,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.","[{'term': 'food', 'polarity': 'neutral'}]"
874,874,I noted it was crossed off on the bill.,"[{'term': 'bill', 'polarity': 'neutral'}]"
875,875,Best dish is nori-wrapped tuna.,"[{'term': 'nori-wrapped tuna', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]"
876,876,The food was absolutely amazing!!,"[{'term': 'food', 'polarity': 'positive'}]"
877,877,Some servers make you feel like they are doing you a favor to bring you the food.,"[{'term': 'servers', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]"
878,878,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.","[{'term': 'fast food', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
879,879,Mermaid Inn is an overall good restaurant with really good seafood.,"[{'term': 'seafood', 'polarity': 'positive'}]"
880,880,The staff is also attentive and friendly.,"[{'term': 'staff', 'polarity': 'positive'}]"
881,881,The all you can eat deal is truly amazing here.,"[{'term': 'all you can eat deal', 'polarity': 'positive'}]"
882,882,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.","[{'term': 'dish', 'polarity': 'negative'}, {'term': 'taste', 'polarity': 'neutral'}, {'term': 'dishes', 'polarity': 'negative'}]"
883,883,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"[{'term': 'meat patties in steamed buns', 'polarity': 'negative'}]"
884,884,All of the pizzas are terrific and the price is even better!,"[{'term': 'pizzas', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
885,885,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.","[{'term': 'FOOD', 'polarity': 'negative'}, {'term': 'Ambiance', 'polarity': 'negative'}]"
886,886,The food was good too.,"[{'term': 'food', 'polarity': 'positive'}]"
887,887,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.","[{'term': 'waiter', 'polarity': 'negative'}]"
888,888,The dining room is quietly elegant with no music to shout over -- how refreshing!,"[{'term': 'dining room', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
889,889,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'neutral'}]"
890,890,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,"[{'term': 'menu', 'polarity': 'positive'}, {'term': 'variety of dishes', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]"
891,891,The white bean brushetta to start was incredible and the pasta was phenomenal.,"[{'term': 'white bean brushetta', 'polarity': 'positive'}, {'term': 'pasta', 'polarity': 'positive'}]"
892,892,The rest of the menu is limited by everything is good eats.,"[{'term': 'menu', 'polarity': 'conflict'}, {'term': 'eats', 'polarity': 'positive'}]"
893,893,The menu is nothing like the one on the website.,"[{'term': 'menu', 'polarity': 'negative'}]"
894,894,"Great food, great lay out and awesome service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'lay out', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
895,895,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,"[{'term': 'cart attendant', 'polarity': 'negative'}, {'term': 'lotus leaf wrapped rice', 'polarity': 'neutral'}, {'term': 'rice', 'polarity': 'neutral'}]"
896,896,We walked in on a Wednesday night and were seated promptly.,"[{'term': 'seated', 'polarity': 'positive'}]"
897,897,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.","[{'term': 'wait staff', 'polarity': 'positive'}]"
898,898,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.","[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'conflict'}]"
899,899,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'feel', 'polarity': 'positive'}, {'term': 'taste', 'polarity': 'positive'}]"
900,900,"They have it all -- great price, food, and service.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
901,901,"The flavors are great, and the menu is extensive.","[{'term': 'flavors', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]"
902,902,"The food was amazing, the service was so attentive and personable, and how about that ambience!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
903,903,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.","[{'term': 'interior', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
904,904,The food has been consistant for years and it never lets you down.,"[{'term': 'food', 'polarity': 'positive'}]"
905,905,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,"[{'term': 'sashimi plate', 'polarity': 'positive'}]"
906,906,"And forget what you read under me, the atmosphere isn't that bad either.","[{'term': 'atmosphere', 'polarity': 'neutral'}]"
907,907,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.","[{'term': 'waitress', 'polarity': 'negative'}, {'term': 'servants', 'polarity': 'negative'}]"
908,908,sometimes i get good food and ok service.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'neutral'}]"
909,909,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'noise', 'polarity': 'negative'}]"
910,910,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.","[{'term': 'chicken dish', 'polarity': 'negative'}, {'term': 'manager', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'neutral'}]"
911,911,The food was spicy and delicious.,"[{'term': 'food', 'polarity': 'positive'}]"
912,912,Went for a late weekday lunch.,"[{'term': 'lunch', 'polarity': 'neutral'}]"
913,913,Bartender was unable to tear himself away from friends at bar.,"[{'term': 'Bartender', 'polarity': 'negative'}, {'term': 'bar', 'polarity': 'neutral'}]"
914,914,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.","[{'term': 'food', 'polarity': 'positive'}]"
915,915,Dahkin also offers prix fixe lunch and buffet.,"[{'term': 'prix fixe lunch', 'polarity': 'positive'}, {'term': 'buffet', 'polarity': 'positive'}]"
916,916,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.","[{'term': 'place', 'polarity': 'conflict'}]"
917,917,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
918,918,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,"[{'term': 'drinks', 'polarity': 'neutral'}, {'term': 'appetizers', 'polarity': 'neutral'}]"
919,919,Great place to grab a hot bagel on the way to work.,"[{'term': 'hot bagel', 'polarity': 'positive'}]"
920,920,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).","[{'term': 'chicken', 'polarity': 'negative'}, {'term': 'oil', 'polarity': 'neutral'}, {'term': 'pepper powder', 'polarity': 'neutral'}, {'term': 'sauce', 'polarity': 'negative'}]"
921,921,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'neutral'}]"
922,922,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'neutral'}, {'term': 'tip', 'polarity': 'negative'}]"
923,923,We were looking forward to nice glass of Sangria when we arrived.,"[{'term': 'glass of Sangria', 'polarity': 'positive'}]"
924,924,I would highly recommand requesting a table by the window.,"[{'term': 'table by the window', 'polarity': 'positive'}]"
925,925,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
926,926,"The service, however, was a bright flower in a garden.","[{'term': 'service', 'polarity': 'positive'}]"
927,927,We've been to Grocery three times and not once has an item on the menu disappointed.,"[{'term': 'menu', 'polarity': 'positive'}]"
928,928,"The food is very good too but for the most part, it's just regular food, nothing special.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}]"
929,929,A touch more jalapeno heat for contrast and it would have been very good indeed.,"[{'term': 'jalapeno', 'polarity': 'positive'}]"
930,930,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,"[{'term': 'pad see ew', 'polarity': 'neutral'}, {'term': 'dishes', 'polarity': 'positive'}]"
931,931,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","[{'term': 'back patio', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
932,932,The location is perfect.,"[{'term': 'location', 'polarity': 'positive'}]"
933,933,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.","[{'term': 'Guacamole+shrimp appetizer', 'polarity': 'positive'}, {'term': 'filet', 'polarity': 'positive'}, {'term': 'frites', 'polarity': 'negative'}, {'term': 'filet', 'polarity': 'positive'}]"
934,934,The lunch special is an asbolute steal.,"[{'term': 'lunch special', 'polarity': 'positive'}]"
935,935,This food is asian-air fusion.,"[{'term': 'food', 'polarity': 'neutral'}]"
936,936,Nothing fancy but really good food with pretty reasonable price.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
937,937,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","[{'term': 'The chicken pot pie', 'polarity': 'positive'}, {'term': 'cheeseburger', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
938,938,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
939,939,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,"[{'term': 'employees', 'polarity': 'conflict'}]"
940,940,Once for dinner and once for brunch.,"[{'term': 'dinner', 'polarity': 'neutral'}, {'term': 'brunch', 'polarity': 'neutral'}]"
941,941,Not worth the prices.,"[{'term': 'prices', 'polarity': 'negative'}]"
942,942,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,"[{'term': 'staff', 'polarity': 'positive'}]"
943,943,Service was good and food is wonderful.,"[{'term': 'Service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
944,944,She gets 10 for her excellent service and advice.,"[{'term': 'service', 'polarity': 'positive'}]"
945,945,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"[{'term': 'meal', 'polarity': 'positive'}]"
946,946,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.","[{'term': 'spicy ethnic foods', 'polarity': 'positive'}]"
947,947,And I say snacking because it really is not set up to be a proper dinner.,"[{'term': 'dinner', 'polarity': 'negative'}, {'term': 'snacking', 'polarity': 'neutral'}]"
948,948,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,"[{'term': 'quality of food', 'polarity': 'positive'}, {'term': 'live jazz', 'polarity': 'positive'}]"
949,949,"I have eaten at Saul, many times, the food is always consistently, outrageously good.","[{'term': 'food', 'polarity': 'positive'}]"
950,950,(Always ask the bartender for the SEASONAL beer!!!,"[{'term': 'SEASONAL beer', 'polarity': 'positive'}, {'term': 'bartender', 'polarity': 'neutral'}]"
951,951,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...","[{'term': 'ambiance', 'polarity': 'positive'}]"
952,952,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?","[{'term': 'food', 'polarity': 'neutral'}]"
953,953,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,"[{'term': 'sandwiches', 'polarity': 'conflict'}]"
954,954,Service and food is what any one would expect when spending that type of money.,"[{'term': 'Service', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'neutral'}]"
955,955,LOVE the atmosphere - felt like I was in Paris.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
956,956,Every course was better than the next.,"[{'term': 'course', 'polarity': 'positive'}]"
957,957,The staff is incredibly helpful and attentive.,"[{'term': 'staff', 'polarity': 'positive'}]"
958,958,"If presentation and service is your thing, then this magic show works.","[{'term': 'service', 'polarity': 'positive'}]"
959,959,"Apparently, the good cook works then.","[{'term': 'cook', 'polarity': 'positive'}]"
960,960,The Yellowtail was particularly good as well.,"[{'term': 'Yellowtail', 'polarity': 'positive'}]"
961,961,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,"[{'term': 'clams oreganta', 'polarity': 'positive'}, {'term': 'salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil', 'polarity': 'positive'}]"
962,962,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.","[{'term': 'menu', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'negative'}, {'term': 'lentil dish', 'polarity': 'negative'}, {'term': 'basmati rice dish', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'negative'}]"
963,963,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.","[{'term': 'menu', 'polarity': 'positive'}]"
964,964,Patroon features a nice cigar bar and has great staff.,"[{'term': 'cigar bar', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
965,965,Very affordable and excellent ambient!,"[{'term': 'ambient', 'polarity': 'positive'}]"
966,966,"More important, the sushi rivals the best in Tokyo.","[{'term': 'sushi', 'polarity': 'positive'}]"
967,967,I have never had cheescake like this.,"[{'term': 'cheescake', 'polarity': 'positive'}]"
968,968,"Bill a little high, but worth it.","[{'term': 'Bill', 'polarity': 'conflict'}]"
969,969,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.","[{'term': 'delivery', 'polarity': 'negative'}]"
970,970,Its a go-to for dates as well as entertaining out of town guests.,"[{'term': 'entertaining', 'polarity': 'positive'}]"
971,971,Why do people rave about the ambience.,"[{'term': 'ambience', 'polarity': 'negative'}]"
972,972,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,"[{'term': 'drink', 'polarity': 'neutral'}]"
973,973,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.","[{'term': 'Fluke sashimi', 'polarity': 'positive'}, {'term': 'jalapeno-lime olive oil', 'polarity': 'positive'}, {'term': 'fruit of the oil', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'positive'}]"
974,974,Great sushi experience.,"[{'term': 'sushi', 'polarity': 'positive'}]"
975,975,"If you're looking for a great meal at a decent price, go to Del Frisco's!","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
976,976,They charge $6.00 for rice.,"[{'term': 'rice', 'polarity': 'negative'}]"
977,977,My steak au poivre was one of the worst I've had.,"[{'term': 'steak au poivre', 'polarity': 'negative'}]"
978,978,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'positive'}]"
979,979,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","[{'term': 'congee', 'polarity': 'positive'}, {'term': 'bread', 'polarity': 'positive'}, {'term': 'donut like deep fried dough they call Ow Ley Soh', 'polarity': 'positive'}]"
980,980,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","[{'term': 'candle-light', 'polarity': 'positive'}, {'term': 'food-quality', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'negative'}]"
981,981,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}]"
982,982,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","[{'term': 'caviar', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]"
983,983,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.","[{'term': 'food', 'polarity': 'conflict'}, {'term': 'ethnic food', 'polarity': 'negative'}]"
