,Sentence
198,Do yourself a favor and avoid this place at ALL COST!
199,since the first time I came here I've been hooked.
200,Sit back in one of those comfortable chairs.
201,"People in the neighborhood seem to love it, too."
202,"in conclusion, THIS PLACE SUCKS!!!"
203,My favs here are the Tacos Pastor and the Tostada de Tinga...
204,"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!"
205,Have to tell you: Not at all impressed.
206,"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy."
207,"For a savory take on the soup and sandwich meal, try the hot and sour soup."
208,"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food."
209,"Also, the chick peas with shrimp (appetizer) is divine."
210,"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk."
211,How have I never been to Agave before?
212,"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone."
213,We ordered lamb which was perfectly cooked and tasted awesome.
214,i especially like their soft shell crab sandwich with fries.
215,"if you're looking for authentic hong kong-style food, look no further."
216,My wife I lived on the west side and found this while visiting firends on the UES.
217,good food good wine that's it.
218,A nice find in the neighborhood.
219,The staff was extremely friendly and pleasant.
220,"And as SOON as one person is done, she asked to pick up the plate immediately."
221,"This place is Italian, not French."
222,"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite."
223,"While their kitchen food is delicious, their Sushi is out of this world."
224,"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!"
225,"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere."
226,"It's traditional, simple italian food."
227,My girlfriend and I just spent our 10 month anniversary at Lou Lou.
228,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level."
229,(The sashimi is cut a little thinly.
230,"Bay Terrace mall is nothing (ok, almost nothing) without it!"
231,Could have had better for 1/3 the price in Chinatown.
232,My husband and I had a blast.
233,personally i say save your money.
234,"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham."
235,"Believe me, they live up to the name."
236,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out."
237,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable."
238,"When the dish arrived it was blazing with green chillis, definitely not edible by a human."
239,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).
240,It's about $7 for lunch and they have take-out or dine-in.
241,They are by far the BEST past in New York.
242,I have eaten here several times before attending an afternoon performance.
243,Everything is very cheap.
244,Be sure to accompany your food with one of their fresh juice concoctions.
245,The food is great and the prices are reasonable.
246,"The place is clean, and if you like soul food, then this is the place to be!"
247,You'll see a lot of people eating there after church.
248,I had roast chicken and a salad.
249,I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.
250,They have a very good chicken with avocado and good tuna as well.
251,It's the kind of place I like to support!
252,But the meals were terrible.
253,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.
254,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?
255,just walk by the window and see all the unbiased positive reviews in all the major nyc publications.
256,Way too much money for such a terrible meal.
257,Would not recommend anyone to go.
258,"However, the service is absolutely horrible."
259,A con was the slow bar service.
260,Dessert was also to die for!
261,"BTW, the service is very good ."
262,We loved it and will go back!
263,I came again weeks later with my boyfriend and again had a very nice experience.
264,It's eaten with black vinegar and shredded ginger.
265,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate."
266,We'll definitly be back again!
267,This is the best Italian restaurant in the city.
268,it is a cozy place to go with a couple of friends.
269,"The service is always great, and the owner walks around to make sure you enjoy."
270,because the waiters need SEVERE ATTITUE ADJUSTMENTS.
271,"There are numerous shavue restaurants in LA, but few out here."
272,Horrible experience - stay away!
273,"If this restaurant was in Manhattan, I would definitely go more often."
274,the food is delicious and highly recommended.
275,"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???"
276,One of my Fav spots in the city.
277,"Over priced, overrated....stay away!"
278,Do not go to this restaurant.
279,"since i was in the neighborhood, we made sure to give this a try."
280,All I can say is they are fantastic.
281,Dieters stick to salads or indulge in vegetarian platters.
282,So for a filling and healthy meal give it a go.
283,I can't imagine how much worse it would have been if we'd gone at a prime time!
284,I have dined at Mammino several times now and each time it gets bettter.
285,Definitely something to come down and check out.
286,"Since I cook for a living, I'm very fussy about the food I eat in restaurants."
287,The service was outstanding.
288,I went for restaurant week.
289,My friends and I stop here for pizza before hitting the Kips Bay movie theater.
290,We always enjoy the pizza.
291,The service is pretty good.
292,I went there with a few friends and will return.
293,This place has been around for a few years.
294,"Yum, the chicken is great here."
295,I highly recommend this restaurant!!
296,You will find everything about Trio to your liking!
297,This place was the worst.
298,I ordered from here last week.
299,"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station."
300,"The food here was great, a treat from beginning to end."
301,The host (owner) and servers are personable and caring.
302,I decided to try out this place after hearing about it in many magazines.
303,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess."
304,Having moved I truly miss this place.
305,The food is very good and the service is great.
306,I usually get one the Vietnamese Beef Noodle Soup.
307,"SUM IT: local investment bankers like it, try for yourself at least once."
308,I started going to dosa hut more after that.
309,We were wondering why they were there to make our dining experience miserable?
310,"Too bad, has a lot of potential."
311,"This place has the best Indian food in New York, hands down."
312,The waiters are very friendly and helpful and if you frequent they will remember you.
313,Intimate but charming interior with extremely friendly and attentive service.
314,The food was as creative as the decor and both worked.
315,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.
316,My first experience at Siam Square was very pleasant.
317,I have gone back to Siam Square many times since and everytime I am very satisfied overall.
318,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious."
319,We had our Christmas party at Dos Caminos and it was wonderful.
320,My personal favorite is Nick and Joe's.
321,The sauce is zesty and flavorful and the crust is nice and crispy.
322,This place has the best sushi in the city.
323,They have an excellent selection (the rolls with crab are really great).
324,"Everyone who works there (the host, the bartender, the servers) is so helpful."
325,And the food is fantastic.
326,Favourites include: potato spinach gnocchi and the lamb.
327,Another great thing about Glechik-everything is very cheap!
328,"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport."
329,But regulars know that the sandwiches are the real star here.
330,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.
331,My friend had a burger and I had these wonderful blueberry pancakes.
332,We were so happy with our food and were even more thrilled when we saw the bill.
333,I would definitely come back to this restaurant.
334,The place just isn't ready for prime time.
335,"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made."
336,Quartino is my favoriate resturant in NYC.
337,We've always gotten amazing service and we love the food.
338,"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative."
339,I'm in love with the lobster ravioli!
340,My order is on my table even on a busy friday night within 10 minutes (at the most) of hanging up the phone.
341,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.
342,"Service is excellent, no wait, and you get a lot for the price."
343,I thought the food isn't cheap at all compared to Chinatown.
344,And you never get the feeling that you need to leave.
345,Coffee is a better deal than overpriced Cosi sandwiches.
346,We didn't know if we should order a drink or leave?
347,great neighbhorhood spot.
348,Bobb V's is a great place to take your Friends and Family!
349,") It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits."
350,The food is so good and so popular that waiting can really be a nightmare.
351,"Here's the thing, you're in the best city in the world for restaurants."
352,Go spend your money somewhere that really wows you.
353,"The crowd was older and the restaurant is very cramped, but it has old school charm."
354,This is a real gem of a place.
355,I think this a a wonderful place.
356,First walking in the place seemed to have great ambience.
357,I went to Kitchenette this weekend for brunch.
358,"This place doesn't get the publicity that Sylvias Soul Food restaurant does, but it should."
359,Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.
360,Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).
361,"Like I said, Nick and Joe's may not be everyone's favorite, but it's mine."
362,The help was extremely nice and did not rush us.
363,"Then they somehow made a dry and burnt crust, around a raw and cold inside."
364,"It's just good food, nothing more and that's all we want!"
365,DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.
366,Average cake thats been courted by a LOT of hype.
367,It's cute and simple and I loved it.
368,My wife and I recently visited the bistro for dinner and had a wonderful experience.
369,THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT
370,My fiance and I recently wanted to see the city and deceided to take a dinner cruise.
371,The $72 Delmonico steak had to be sent back because it was not cooked to order.
372,Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.
373,Half a chicken with a mountain of rice and beans for $6.25.
374,"The service is really fast and friendly, and the value is great."
375,We were very impressed with the food and value.
376,You must try the garlic soup!
377,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive."
378,"Even after a few bad evenings at Bardolino, I keep coming back."
379,"The pizza's are made fresh, crispy, and ready to serve."
380,"There are many french bistros in the midtown area, and I wholheartedly recommend this one."
381,Staff is accomodating make sure you are satified.
382,Chef Waldy's always measures up.
383,This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.
384,"Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite."
385,Don Pedro's is one of my favorite restaurants.
386,Reasonably priced with very fresh sushi.
387,Go for the Seafood Paella for two.
388,All of the apetizers are good and the Sangria is very good.
389,Cantinetta is a real treasure in a see of mediocre Italian restaurants.
390,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly."
391,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.
392,Whether one pizza place is better than another is often very subjective.
393,Really nice restaurant to go with a group or on a date.
394,Service is usually pretty good.
395,Host and Hostess was quite rude.
396,You will not be missing anything.
397,I discovered Applebees when I went away to college in VA.
398,"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -."
399,I recommend any of their salmon dishes......
400,The foie gras was sweet and luscious.
401,"The menu, which changes seasonally, shows both regional and international influences."
402,but their mac cheese was YUMMY!
403,their brunch menu had something for everyone.
404,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.
405,"I often find myself with time to kill in Times Square, which is a shame since I don't love this area."
406,They have very quick service which is great when you don't have much time.
407,"The food is average: breakfast food, soups, salads, sandwiches, etc."
408,I WAS HIGHLY DISAPPOINTED BY THE FOOD.
409,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE."
410,"The staff is arrogant, the prices are way high for Brooklyn."
411,This place is average... at best.
412,the service is prompt friendly.
413,Whatever the reason it is definitely the place to be.
414,This is literally a hot spot when it comes to the food.
415,The downstairs bar scene is very cool and chill...
416,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)..."
417,I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.
418,If you are a Tequila fan you will not be disappointed.
419,"Great beer selection too, something like 50 beers."
420,"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE."
421,Not to sound too negative but be wary of the delivary.
422,Feels like family when we go there.
423,"I found the food to be just as good as its owner, Da Silvano, just much less expensive."
424,They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!
425,"My vegetable risotto was burnt, and infused totally in a burnt flavor."
426,What a pleasant surprise!
427,The main draw of this place is the price.
428,How can hope to stay in business with service like this?
429,"But dinner here is never disappointing, even if the prices are a bit over the top."
430,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!"
431,"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts."
432,The sushi is reasonably priced and fresh.
433,"It's no-fuss, fast and delicious."
434,Save room for deserts - they're to die for.
435,Best things to order are from the grill (Churrasco and Ribs).
436,The traditional Italian items are great - cheap and served in a cozy setting.
437,Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.
438,last Tuesday for a late lunch with a friend.
439,It was delish and I didn't feel bad eating it.
440,Another friend had to ask 3 times for parmesan cheese.
441,"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine."
442,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you."
443,"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination."
444,i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.
445,"The ambiance was pretty cool, but not worth the hassle."
446,The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.
447,"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's."
448,"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place."
449,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.
450,I had to wait for my friend at the bar for a few minutes
451,"Chef Vincenzo, always there if you need him, is a real talent and a real Roman."
452,"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf."
453,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot)."
454,My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.
455,I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.
456,"When she complained, the waitress said, Sorry."
457,The quality of the meat was on par with your local grocery store.
458,They specialize in smoothies and fresh juices.
459,"It first came well done, and I politely sent it back."
460,"I recommend the black roasted codfish, it was the best dish of the evening."
461,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.
462,"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste."
463,"during busy hrs, i recommend that you make a reservation."
464,Don't waste your time or your money.
465,"it's good but, like the movie is never as good as the book, this is same analogy."
466,it was a very warm experience.
467,I went to Common Stock for brunch and I was so impressed.
468,"now called nikki sushi, sushi is OK."
469,The food is also outstanding and is served quite quickly.
470,I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.
471,"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care."
472,The food is delicious and the bar has a great vibe.
473,expectations were real hi reading the '10's'.
474,There's candlelight and music.
475,It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).
476,Simple healthy unglamorous food cheap.
477,"It was such a fantastic dining experience, that I returned again the same week."
478,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy."
479,The place is absolutely adorable and the food is delicious.
480,I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.
481,I've had better Japanese food at a mall food court.
482,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.
483,Cool atmosphere but such a let down.
484,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat."
485,They have wheat crusted pizza made with really fresh and yummy ingredients.
486,"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt."
487,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light."
488,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff."
489,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.
490,"The wine list is extensive, well priced and covers alot of regions."
491,Go here if you want fresh and tasty salads of any type you can imagine.
492,Everything about this place is adorable - even the bathroom!
493,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast."
494,THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.
495,IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.
496,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.
497,I asked for a simple medium rare steak.
498,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious."
499,"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about."
500,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa."
501,Ask for the round corner table next to the large window.
502,"Their twist on pizza is heatlhy, but full of flavor."
503,The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.
504,"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people."
505,"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure."
506,Didn't seem like any effort was made to the display and quality of the food.
507,The food--though mostly deep-fried--is simple and satisfying.
508,We live in the neighborhood and have been going there twice a week since the day they first opened.
509,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT."
510,The food was excellent - authentic Italian cuisine made absolutely fresh.
511,At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered.
512,"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service."
513,I would only go for the coffee which is way better than Starbucks or the like.
514,I used to be a regular costumer at pongal until dosa hut opened right next door to it.
515,Somewhat disappointing wine list (only new vintages.
516,"Both were very good, but nothing you couldn't get at similar restaurant."
517,If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!
518,new hamburger with special sauce is ok - at least better than big mac!
519,"Perfectly al dente pasta, not drowned in sauce -- generous portions."
520,"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area."
521,Service was awful - mostly because staff were overwhelmed on a Saturday night.
522,"To the owners; good job guys, this place is a keeper!"
523,and the owner is simply lovely and friendly.
524,This little place is wonderfully warm welcoming.
525,perfect for a quick meal.
526,Has the warmth of a family local yet it is a great place to watch sporting events.
527,"The service was great, and they have a whole great deal for birthdays."
528,The staff is 100% Italian and the food is as authentic as it gets.
529,My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.
530,Good for a quick sushi lunch.
531,Have a mojito and sit in the back patio.
532,The service was dreadfully slow (the place was only half full) and a smile would have been nice...
533,I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.
534,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!
535,"So we sat at the bar, the bartender didn't seem like he wanted to be there."
536,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice."
537,You will not be dissapointed by any of the choices in the menu.
538,The french fries -- with the kalmata dip were terrific!
539,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?"
540,The boutique selection of wines covers a wide variety without being imposeing.
541,"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out."
542,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.
543,"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious."
544,"Disappointingly, their wonderful Saketini has been taken off the bar menu."
545,In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch.
546,I would definitely go back -- if only for some of those exotic martinis on the blackboard.
547,They are located off the beaten path but are certainly worth the trip.
548,then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.
549,"The happy hour is so cheap, but that does not reflect the service or the atmosphere."
550,"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order."
551,With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.
552,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices."
553,"Give it a try, menu is typical French but varied."
554,It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.
555,"but for the value, it was a great affordable spot to enjoy a fun night out with small group."
556,the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.
557,We ordered a glass of wine and were finished eating and paying before the wine came.
558,"It was good, but none of the flavors WOW."
559,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent."
560,Food is excellent quality for a good restaurant price.
561,"Actually, everyone who worked there seemed to be annoyed."
562,"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert."
563,The space is traditional in feel.
564,"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?"
565,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.
566,"Good service, great food, good value, and never have to wait in line!"
567,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.
568,"I have been going to this restaurant for years, in the past the service was average and the food inconsistant."
569,"The music was fascinating, but left room for conversation, and the bartender made superb drinks."
570,rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!
571,Cuisine is billed as asian fusion - doesn't meet the bill.
572,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.
573,"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs."
574,"The cold sesame noodles, which are a freebie when you order $10+, are delectable."
575,"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating."
576,The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.
577,"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing."
578,"Best Chinese on the Upper East, prompt delivery, good value."
579,Most of the sandwiches are made with soy mayonaise which is actually pretty good.
580,i went in one day asking for a table for a group and was greeted by a very rude hostess.
581,It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.
582,"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine."
583,"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele."
584,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs."
585,"And the food, well the food will keep you coming back."
586,Waiting three hours before getting our entrees was a treat as well.
587,It's the conversations that make this a fun place to be.
588,"My gf's duck confitte was very solid as well, although i have little base of reference."
589,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation."
590,You can eat gourmet food at a fast food price.
591,"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable."
592,"Not because I was pregnant, but the food here is always delicious."
593,Had a great meal there this weekend before heading to the movies!
594,We had a birthday party here recently and the food and service was amazing.
595,"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives."
596,This place has the strangest menu and the restaurants tries too hard to make fancy food.
597,"The appetizers are ok, but the service is slow."
598,the food - not worth the price.
599,"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way)."
600,The prices are not terrible.
601,15% gratuity automatically added to the bill.
602,"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal."
603,Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.
604,Both a number of the appetizer and pasta specials were amazing.
605,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available."
606,"Although somewhat loud, the noise was minimally intrusive."
607,"It's a basic pizza joint, not much to look at, but the pizza is what I go for."
608,"Tables are close, so you better be comfortable bumping elbows with other patrons."
609,Was her Monday for lunch - was working on a film in the area - and found this rare jewel.
610,"Not too much so, but enough that there's a great scene."
611,You feel like you made it to New York when you eat here.
612,We'd walked by it dozens of times and finally settled on a Monday night.
613,"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it."
614,"We went there, no one greeted us."
615,Dug the blue bar area too.
616,We spent so much time getting elbowed around while we waited we left.
617,"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area."
618,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices."
619,"At peak times, the restaurant is overcrowded and tables are uncomfortably close."
620,The service was on point - what else you would expect from a Ritz?
621,"Menus feature seasonal picks, like sweet corn-foie gras brulee."
622,"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce."
623,"And these are not small, wimpy fast food type burgers - these are real, full sized patties."
624,"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast."
625,Chinatown definitely has better quality with cheaper prices.
626,I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.
627,I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .
628,"Go with the specials, and stay away from the salmon. "
629,The pastas were pretty good.
630,Atmosphere is a bore.
631,The decor is what initially got me in the door.
632,The wait staff was very attentive and polite.
633,"Great restaurant, and even greater food!"
634,The dishes are remarkably tasty and such a cozy and intimate place!
635,Save room for the desserts! ;-)
636,"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable."
637,Service was good and so was the atmosphere.
638,MY date and I both ordered the Branzini and both felt the fish was very average.
639,We were there March 7 and found Maison very nice.
640,"The food was good, the service prompt, and the price very reasonable. "
641,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!"
642,"Great food, good wine and an excellent host."
643,went there last night with my coworker.
644,Pizzas were excellent in addition to appetizers and main courses.
645,"Definitely try the calamari, any pasta, or even the Sliced steak entree."
646,The caeser salad was great.
647,The fried calamari was even better!
648,The atmosphere was nice but it was a little too dark.
649,The food was good overall. 
650,The food was outstanding and the service was tops.
651,The portions are very large and the service is fantastic!!
652,I recomend the chicken milanese.
653,"excellent tapas at great prices, romantic, small but not overly crowed, excellent"
654,"The service is a quite slow, but friendly."
655,"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor."
656,"Our waiter was helpful and charming, the food was perfect, and the wine was good, too."
657,Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.
658,I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.
659,Best hot dogs in the tri-state area.
660,This is a typical example of an establishment in which its owners do not know anything about the restaurant business!
661,"I would not recommend MEET at all, it is a rip off all the way from the time to step in!"
662,Went there for a special celebration.
663,The restaurant was quiet and intimate.
664,The service was very attentive and very generous.
665,"We had tons of great food, wine, and desserts."
666,Really Lovely dining experience in the midst of buzzing midtown area.
667,"OK, I've been to Dumont a few times now."
668,The food really isn't very good and the service is terrible.
669,"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont."
670,"Not only do they have the best escargot in town,they always try to accomodate our toddler."
671,"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!"
672,"Between my guest and I, we sampled at least 80% of the menu, and they were all hits."
673,The Deco and ambiance was really romantic.
674,This is the best unknown restaurant in and around New York.
675,Just go in and sample the greatest french food west of Daniel.
676,"For someone who used to hate Indian food, Baluchi's has changed my mid."
677,"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later."
678,"All are GREAT - poori, naan, paratha all FRESH."
679,Try the homemade breads.
680,"This place has beautiful sushi, and it's delicious CHEAP. "
681,It also has lots of other Korean dishes that are affordable and just as yummy.
682,I went for restaurant week and ordered off the prix fixe menu
683,"Not only was the waiter efficient and courteous, but also extremely helpful. "
684,It took a bigger bite from my wallet than my appetite - I would not reccomend this to anyone that I would want to talk to me again!!
