,Sentence
306,It is not an easy decision to purchase a used or even good as new laptop but I am very satisfied.
307,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.
308,"It is robust, with a friendly use as all Apple products."
309,"Even if you don't do business, thats okay, it's incredibly fast."
310,It is fast and easy to use.
311,This was absolutely annoying!
312,And the fact that it comes with an i5 processor definitely speeds things up
313,But for those of you that dont have a mac and are still on the PC's this is a good foot in the door into mac.
314,I have been PC for years but this computer is intuitive and its built in features are a great help
315,and it fits in my briefcase with ease
316,"Nice screen, keyboard works great!"
317,Still not bad for 220.00.
318,I was amazed at how fast the delivery was.
319,Good computer and fast.
320,I've installed to it additional SSD and 16Gb RAM.
321,The memory was gone and it was not able to be used.
322,Its pretty much fire it up and go.
323,It works great and I am so happy I bought it.
324,Let me start off by saying that I was highly reluctant to spend so much money on a laptop.
325,"I like the design and ease of use with the keyboard, plenty of ports."
326,"Apple is living up to its name with the mini and, for our needs, it's perfect."
327,it definitely beats my old mac and the service was great.
328,I went from a Macbook to this Mac Mini and this was a great upgrade!
329,Web browsing is very quick with Safari browser.
330,It couldn't have been a better decision.
331,I like the lighted screen at night.
332,It's great to have a solid Mac in the living room.
333,It is really easy to use and it is quick to start up.
334,I've lived with the crashes and slow operation and restarts.
335,Very light and easily maneuverable.
336,USB3 Peripherals are noticably less expensive than the ThunderBolt ones.
337,This can be annoying at first but you just have to train yourself not to to start over so far.
338,And mine had broke but I sent it in under warranty-no problems.
339,I am not happy with my purchase
340,"It's fast, light, and is perfect for media editing, which is mostly why I bought it in the first place."
341,"However, the machine itself left a bit to be desired."
342,"The battery lasts as advertised (give or take 15-20 minutes), and the entire user experience is very elegant."
343,I spent months looking for a good laptop for me and I finally found it!
344,$999.00 Tax free.
345,Thanks for the fast shipment and great price.
346,"!Excelent performance, usability, presentation and time response."
347,The smaller size was a bonus because of space restrictions.
348,I blame the Mac OS.
349,"But for now, this laptop is still a workhorse."
350,"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!"
351,"It's small but powerful, light but strong, elegant and beautiful... In resume: it's a Mac!"
352,I like the operating system.
353,I wish I would have taken the plunge years ago.
354,I love the form factor.
355,I haven't used the product long enough to write a detailed technical review.
356,It's fast at loading the internet.
357,So much faster and sleeker looking.
358,I plan on using my MacBook Pro for a long time.
359,"Unfortunately, it runs XP and Microsoft is dropping support next April."
360,"Its seen in movies, sitcoms, prominent important people carry and use them and they are GREAT!"
361,"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on."
362,Does exactly what I bought it 4.
363,Buy the Mac Mini it's a terribly great machine.
364,It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.
365,"I love this piece of equipment, It will be hard to go back to other type of laptop after using a MacBook Pro."
366,Very nice unibody construction.
367,Very disappointed with Apple.
368,"This Macbook Pro is fast, powerful, and runs super quiet and cool."
369,"***The review below is no longer relevant, Apple has fixed the issue."
370,It's ok but doesn't have a disk drive which I didn't know until after I bought it.
371,"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device."
372,It really is very light compared to other computers.
373,It came in brand new and works perfectly.
374,This machine is A-mazing.
375,"It shouldn't happen like that, I don't have any design app open or anything."
376,MY TRACKPAD IS NOT WORKING.
377,I just hope this expensive laptop doesn't go dead like my friends...it did last him 5 good years before it bit the dust.
378,Considering another computer should be out of the question
379,"It looks and feels solid, with a flawless finish."
380,Its worth every Penny.
381,Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.
382,This was a great deal for a decked out MacBook Pro.
383,Then the system would many times not power down without a forced power-off.
384,"Get this instead, you won't be sorry."
385,The configuration is perfect for my needs.
386,and the speakers is the worst ever.
387,I think it was around 16 hundred bucks last I checked.
388,"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!.."
389,"It's fast, quiet, incredibly small and affordable compared to other Mac models."
390,Web surfuring is smooth and seamless.
391,It was so exciting for me to unwrapp my new mac.
392,I'm overall pleased with the interface and the portability of this product.
393,so when I had the money to buy one I bought other things instead....a 700 laptop and some extra stuff with it.
394,"This item is a beautiful piece, it works well, it is easy to carry and handle."
395,See retired recently and decided that she wanted a laptop.
396,"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime."
397,I'm no regular customer I hate wasting my time with hellos and how can I help you's.
398,"Runs good and does the job, can't complain about that!"
399,It's silent and has a very small footprint on my desk.
400,I have nothing to regret from this new product.
401,The exterior is absolutely gorgeous.
402,Have one myself and Love it!
403,"It has a very high performance, just for what I needed for."
404,This is especially disheartening when Apple prides itself as the choice of creative professionals.
405,Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.
406,"Stop living in the stone age and buy a mac, you will not be sorry at all!!"
407,OSX Mountain Lion  soon to upgrade to Mavericks.
408,Apple hit a home run here.
409,"I just bought the new MacBook Pro, the 13"" model, and I can't believe Apple keeps making the same mistake with regard to USB ports."
410,So glad I have gone this route!!
411,It wakes in less than a second when I open the lid.
412,It is the perfect size and speed for me.
413,I am so addict to this laptop.
414,THE CUSTOMER SERVICE IS TERRIFIC!!
415,Trashed it when I spilled a latte on it while writing at a cafe.
416,"My last laptop was a 17"" ASUS gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago."
417,"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), and all the hardware seemed to be working perfectly."
418,After fumbling around with the OS I started searching the internet for a fix and found a number of forums on fixing the issue.
419,I couldn't be more pleased.
420,And as for all the fancy finger swipes -- I just gave up and attached a mouse.
421,"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem."
422,I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400  old HP laptop.
423,It is much better than the Acer ultrabook I had before.
424,Shipped very quickly and safely.
425,I finally own a piece of computing equipment that I don't want to take a baseball bat and destroy.
426,The thunderbolt port is awesome!
427,"User friendly, fast and high tech  It is amazing!"
428,The performance is definitely superior to any computer I've ever put my hands on.
429,It's great for streaming video and other entertainment uses.
430,Apple did a great job.
431,I like the design and its features but there are somethings I think needs to be improved.
432,There were small problems with Mac office.
433,It is extremely fast and very compact.
434,I understand I should call Apple Tech Support about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.
435,"I ordered my 2012 mac mini after being disappointed with spec of the new 27"" Imacs."
436,"It still works and it's extremely user friendly, so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things"
437,"Its fast, easy to use and it looks great."
438,(but Office can be purchased) IF I ever need a laptop again I am for sure purchasing another Toshiba!!
439,I haven't tried the one with retina display... Maybe in the future.
440,You can read all about the details of this marvelous computer on wikipedia.
441,"Performance is much much better on the Pro, especially if you install an SSD on it."
442,"Note, however, that any existing MagSafe accessories you have will not work with the MagSafe 2 connection."
443,"If you get a lemon (I have two thirds of my  Macs), you have to send it in for repairs several times before they will replace it, even if they have numerous problems with the same version of their computers."
444,"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it."
445,"Yeah, it's super expensive."
446,"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet, actually the fans aren't audible unlike my old pc"
447,MAYBE The Mac OS improvement were not The product they Want to offer.
448,It came before the day it supposed to which is great.
449,I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.
450,It's absolutely wonderful and worth the price!
451,"It's a good fix, in my opinion."
452,I am please with the products ease of use; out of the box ready; appearance and functionality.
453,Buying a Mac Mini would allow me to make the transition.
454,"Before I begin, I will say that I am not like a good percentage of the people that will end up writing a review on this computer - I am not an Apple fanboy."
455,its by far faster and more stable then my PC.
456,I purchased a MacBook Pro and this to replace a couple of HP units that I was using.
457,"you will not regret it, promise you!"
458,"Moving from a PC to Mac has never been easier, and I'm glad that I did it."
459,Perfect for all my graphic design classes I'm taking this year in college :-)
460,Have used only Macs for years.
461,"Being a tech savvy, APPLE - product loving person, I'm glad I finally got the MacBook Pro!"
462,I was always against them but now I buying one I'll never go back to PC.
463,I will not be using that slot again.
464,I think that was a great decision to buy
465,"The OS is fast and fluid, everything is organized and it's just beautiful."
466,"It will make life so much easier next semester, just wish I had it last semester!!"
467,"I paid for a new laptop, but was sent a used one."
468,Searched it on amazon and on bestbuy.
469,I bought this one for my 11 year old and the MacBook Air for my 9 year old.
470,I bought it for college and so far it's amazing!
471,They are simpler to use.
472,It was at my door in less than 24 hours.
473,It's also very pricey but you just have to tell yourself it's an investment and that it's gonna last you a long time.
474,It was getting old and I needed a new school computer.
475,!so nice .. stable .. fast .. now i got my SSD !
476,I love apple but unlike others That does not prevent me to not be honest about how i like it and if its good or not.
477,"So, I'm cooled on Mac buys."
478,It is a great computer for that and I have to say I'm happy I switched.
479,"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga."
480,Overall a nice computer.
481,"You can imagine that an expensive item as a laptop will not be left on your front steps, it needs signature to pove that you received it."
482,I love the quick start up.
483,"Yes, he is a self professed ""Mac snob."
484,You just cannot beat the functionality of an Apple device.
485,Yet my mac continues to function properly.
486,Graphics are much improved.
487,"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction."
488,It's the mid 2012 version.
489,It provides much more flexibility for connectivity.
490,"I want the portability of a tablet, without the limitations of a tablet and that's where this laptop comes into play."
491,"I have had many, many issues with PC's in the past and I'm finally glad to have joined the Mac revolution!"
492,Mac tutorials do help.
493,When it broke I wanted another Acer and chose the V5.
494,The technical support was not helpful as well.
495,I got the new adapter and there was no change.
496,so i called technical support.
497,"Nothing about it that i don't love, apple always makes a great product."
498,"I saved about $100 plus tax ordering on Amazon and since I have prime, it arrived overnight for just $3.99 more."
499,Came with iPhoto and garage band already loaded.
500,It's all a bit magical.
501,"Logic board utterly fried, cried, and laid down and died."
502,It is BLAZING fast!
503,The sound was crappy even when you turn up the volume still the same results.
504,ive never had a problem with it!
505,"I currently own a Lenovo laptop as well as my new MacBook Pro, and each have their own strengths and weaknesses."
506,OSX Lion is a great performer..extremely fast and reliable.
507,Best commuter I have ever owned.
508,"What can I say, It's an Apple."
509,"Having heard from friends and family about how reliable a Mac product is, I never expected to have an application crash within the first month, but I did."
510,The Macbook pro's physical form is wonderful.
511,"I have an iPhone, and iPad, so it just made sense to finish off the platform by adding the Mini."
512,Not super light but still a good one.
513,The Mini's body hasn't changed since late 2010- and for a good reason.
514,The unibody construction really does feel lot more solid than Apple's previous laptops.
515,i had to return it for a replacement.
516,It was wonderful deal for the wonderful product.
517,It completely supports my home business and personal life.
518,3D rendering slows it down considerably.
519,Got this Mac Mini with OS X Mountain Lion for my wife.
520,I am pleased to report that it is one of the best presents I have received to date.
521,"Every day I had this computer, something failed on it."
522,"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!"
523,12.44 seconds to boot.
524,All the ports are much needed since this is my main computer.
525,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package."
526,Put a cover on it and is a little better but that is my only complaint.
527,Within a few hours I was using the gestures unconsciously.
528,This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.
529,This is the third in a series of MacBooks starting with a Black MacBook.
530,The 2.9ghz dual-core i7 chip really out does itself.
531,My life has been enriched since I have been using Apple products.
532,i FINALLY DID IT AND THIS MACHINE IS THE WAY TO GO!
533,It is pretty snappy and starts up in about 30 seconds which is good enough for me.
534,The few things that are wrong with it are very minor things.
535,"So noise is reduced at least 50% and the heat is much better, now it doesn't feel hot but warm."
536,Not sure on Windows 8.
537,It's a lottery at this point as I have read that other have received new ones with the same problem.
538,My one complaint is that there was no internal CD drive.
539,This newer netbook has no hard drive or network lights.
540,This is the first time for me to use a Mac and I'm really happy with the move.
541,No complaints for an Apple product.
542,The new MacBook is lightyears ahead of my old white plastic MacBook circa 2006.
543,I would say that 85% of the design industry is Mac for good reason.
544,"I was having a though time deciding between the 13"" MacBook Air or the MacBook Pro 13"" (Both baseline models, priced at 1,200 $ retail)"
545,The last new mac I bought was in 1998.
546,"There are reviews that speak to a few possible glitches but, I haven't seen them yet."
547,Not too expense and has enough storage for most users and many ports.
548,I am very satisfied with the mini.
549,The audio volume is quite low and virtually unusable in a room with any background activity.
550,"I am going to college next year and I needed a cheaper, quality computer for the goals I am trying to pursue."
551,In the short time of one month since the 2012 Mac Mini was released there are well over 1000 posts regarding this issue and the numbers keep rising.
552,It is lightweight and the perfect size to carry to class.
553,If you have to ask you don't own a Mac and your just not in the know.
554,All my devises “talk” to each other.
555,Why not 5 stars?
556,Very Very Highly Recommended.
557,?I am only interested in the 15.4  McBook Pro  Model # MD103LL/A
558,I don't know why I didn't make the switch sooner...o ya because it's expensive.
559,I was given a demonstration of Windows 8.
560,The Macbook Pro is the premier choice for college students.
561,"Their products, including the MBP, are beautiful, sleek and clever."
562,The MBP is beautiful has many wonderful capabilities.
563,"I thought that it will be fine, if i do some settings."
564,Runs very smoothly.
565,Perfect--thanks so.
566,"Also, it hardly ever crashes."
567,I was so excited to get this in the mail i nearly gave myself a heart attack.
568,Boot-up slowed significantly after all Windows updates were installed.
569,More likely it will require replacing the logic board once they admit they have a problem and come up with a solution.
570,"When i finally held it in my hands i kissed it, yes i did."
571,"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming."
572,This computer is not cheap and represent an achievement for me.
573,"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu."
574,GET THIS MACHINE
575,It's shiny and it's pretty.
576,Runs real quick.
577,All the above aside this machine ROCKS!
578,Buy the separate RAM memory and you will have a rocket!
579,"Since the machine's slim profile is critical to me, that was a problem."
580,"Bottom line, if you can afford it, get a Mac!"
581,I finally made the leap after my Gateway crapped out on me.
582,"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required."
583,"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not."
584,"Soft touch, anodized aluminum with laser cut precision and no flaws."
585,"Simple details, crafted aluminium and real glass make this laptop blow away the other plastic ridden, bulky sticker filled laptops."
586,First of all yes this is a mac and it has that nice brushed aluminum .
587,Who makes a laptop that can't rest on your lap?
588,"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive."
589,"The Dell Inspiron is fast and has a number pad on the keyboard, which I miss on my Apple laptops."
590,wow the new macbook pro hanged as i tried to type this review.
591,The MacBook Pro is a great product which can meet the needs of the average consumer.
592,I was concerned that the downgrade to the regular hard drive would make it unacceptably slow but I need not have worried - this machine is the fastest I have ever owned...
593,This one still has the CD slot.
594,No HDMI port.
595,I had to install Mountain Lion and it took a good two hours.
596,Customization on mac is impossible.
597,I hope this review helps.
598,"However, you have to adjust yourself to what it will do, not what you want it to do."
599,I am replacing the HD with a Micron SSD soon.
600,Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.
601,Far superior to my MacBook.
602,The SuperDrive is quiet.
603,It was quite easy.
604,The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.
605,I decided to buy a few notebooks for my nephews for Xmas.
606,"The battery was completely dead, in fact it had grown about a quarter inch thick lump on the underside."
607,This is no exception.
608,if yo like practicality this is the laptop for you.
609,The OS is great.
610,I have had a black macbook since 2007.
611,I tried several monitors and several HDMI cables and this was the case each time.
612,"CONS: Price is a bit ridiculous, kinda heavy."
613,"If that is the case, then I am completely happy"
614,10/10 five stars would recommend.
615,The troubleshooting said it was the AC adaptor so we ordered a new one.
616,"I fell in love with my machine, and it was pampered."
617,Fan only comes on when you are playing a game.
618,"Which it did not have, only 3 USB 2 ports."
619,No startup disk was not included but that may be my fault.
620,"There is no ""tools"" menu."
621,It is very fast and has everything that I need except for a word program.
622,Needs a CD/DVD drive and a bigger power switch.
623,It is the best laptop ever!!!
624,My laptop with Windows 7 crashed and I did not want Windows 8.
625,Was skeptical about buying an electronic item online but it turned out to be a positive experience.
626,Not a scratch or mark on it.
627,Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.
628,Words cannot express how much I love my new Mac.
629,The speakers could have been better but it wasn't a deal breaker... this is a great little laptop... love it!
630,The item received was exactly as identified.
631,Its everything mac offers.
632,Nice packing.
633,"Besides being elegant, the MacBooks are durable."
634,"I switched to this because I wanted something different, even though I miss windows."
635,"Yes, the MBP is more expensive than competing PC laptops."
636,"Apple no longer includes iDVD with the computer and furthermore, Apple doesn't even offer it anymore!"
637,"I also wanted Windows 7, which this one has."
638,"At first, I feel a little bit uncomfortable in using the Mac system."
639,I am used to computers with windows so I am having a little difficulty finding my way around.
640,They replaced it and so far so good.
641,It just works out of the box and you have a lot of cool software included with the OS.
642,Good in every aspect.
643,its as advertised on here..... it works great and is not a waste of money!
644,"Replaced this one with my mac that was stolen, its a great computer."
645,Just be careful; you always have to give up some good stuff for others.
646,Runs like a champ.....
647,Really great...Well let me start at the beginning.
648,Premium price for the OS more than anything else.
649,This was a gift for my grand son.
650,"I was a little concerned about the touch pad based on reviews, but I've found it fine to work with."
651,"I bought this Mac book pro along with a new 27"" iMac and while they are still light years more reliable than a PC I have noticed a decline in the reliability of my Mac computers."
652,"The sound as mentioned earlier isn't the best, but it can be solved with headphones."
653,"The track pad is a bit squirrely at times- sometimes too sensitive, and sometimes a bit unresponsive, but it's usable."
654,"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen."
655,"Then only FOUR months later, my great MacBook pro FAILED."
656,"If you ask me, for this price it should be included."
657,The battery is not as shown in the product photos.
658,Even though I could have gotten a pc twice the speed for the same price I still think there's nothing like a Mac.
659,Seems a much more economical way to get into Apple than their other computers.
660,Shipping was quick and product described was the product sent and so much more...
661,I'm so disgusted that I wasted my money on this product.
662,All you get is a box and a computer.
663,the retina display display make pictures i took years ago jaw dropping.
664,Its only crashed on me one time in the 3 months i've had it.
665,The Mac Mini is probably the simplest example of compact computing out there.
666,"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated decision on which Mac to buy."
667,My bag just got a little lighter.
668,I'm Not exagerating when I say this computer is perfect..i It is!!
669,"This machine is flawless, fast, and classy."
670,"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack."
671,I stayed up half the night enjoying my new MacBook Pro.
672,This laptop is a 100 times better than a Chromebook!
673,"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap."
674,"At $1899 to start, this is no cheap machine."
675,"Chatting with Acer support, I was advised the problem was corrupted operating system files."
676,It's been a couple weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).
677,"Many people complain about the new OS, and it's urgent for Apple to fix it asap!"
678,Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.
679,User upgradeable RAM and HDD.
680,But I wanted the Pro for the CD/DVD player.
681,"I might have read it incorrectly, but better safe than sorry right?"
682,The ultimate graduation gift.
683,The RAM memory is good but should have splurged for 8Mb instead of 4Mb.
684,"was debating to buy one for months, checked out different stuff on youtube, and read different articles and debates,I just didnt really wanna spend the money but Im glad that I did."
685,I love it and would recommend it to everyone who is tired of the constant attention PC's require.
686,I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.
687,"I am an Info Sys major in college, so I started researching this issue on my own."
688,Solution: it turned out to be pretty simple.
689,With the softwares supporting the use of other OS makes it much better.
690,Still haven't solved this.
691,"I then upgraded to Mac OS X 10.8 ""Mountain Lion""."
692,It is EXTREMELY fast and never lags.
693,I told them that I just received my brand new MacBook but I was having issues.
694,"I was considering buying the Air, but in reality, this one has a more powerful performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier."
695,"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important."
696,Hopefully my replacement is brand new.
697,Just beware no DVD slot so when I went to install software I had on CD I couldn't.
698,"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a word processing program to do so."
699,"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has."
700,"Actually, I think I was intimidated by the change from a PC."
701,No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.
702,Definitely worth spending the money on it.
703,I have three words: Piece of Junk!
704,the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer
705,Fits all my personal needs.
706,I'm the pro-active type so I went off and did some preventative fixes.
707,and its not hard to accidentally bang it against something so i recommend getting a case to protect it.
708,I wanted to explore what the Mac was all about.
709,I got this at an amazing price from Amazon and it arrived just in time.
710,"Every time I log into the system after a few hours, there is this endlessly frustrating process that I have to go through."
711,The majority of the reviews seem to be for the 13.3 MacBook Pro  Model # MD101LL/A.
712,"Put a SSD and use a 21"" LED screen, this set up is silky smooth!"
713,I saw the bad reviews from people saying to buy directly from Apple and I was concerned but I took my chances and am overly impressed.
714,"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size."
715,"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding."
716,"When considering a Mac, look at the total cost of ownership and not just the initial price tag."
717,"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports."
718,A great college tool!
719,The only thing I dislike about this laptop are the rubber pads found on the bottom of the computer for grip.
720,I called apple and no solution.
721,It's a decent computer for the price and hopefully it will last a long time.
722,I was really happy because it is a much better price on amazon.com than it was in the Mac store.
723,The worst a Mac ever did to me was freeze up.
724,The nicest  part is the low heat output and ultra quiet operation.
725,I am paying apple to kill my self and my wallet.
726,NO STAR FOR THIS TRASH.[...
727,I will upgrade the ram myself (because with this model you can you can do it) later on.
728,The price is 200 dollars down.
729,"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly."
730,A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.
731,Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally unique and different.
732,Quietest laptop I have ever owned.
733,air has higher resolution but the fonts are small.
734,again this is just my personal honest opinion.
735,If you have much higher expectations than that... I would look elsewhere.
736,"working with Mac is so much easier, so many cool features."
737,I'm going to buy a logitevh c270.
738,Very happy with my purchase.
739,I like the brightness and adjustments.
740,I'M SO HAPPY WITH MY macbook pro!
741,I only wish this mac had a CD/DVD player built in.
742,The only thing I miss is that my old Alienware laptop had backlit keys.
743,"The only thing I miss are the ""Home/End"" type keys and other things that I grew accustomed to after so long."
744,"So happy with this purchase, I just wish it came with Microsoft Word."
745,It is more than enough computer to keep up with the needs of a high school student.
746,It has enough memory and speed to run my business with all the flexibility that comes with a laptop.
747,"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned."
748,I love everything about this computer.
749,I found it toughest to decide between Dell ultra books and Apple.
750,"The battery life is excellent, the display is excellent, and downloading apps is a  breeze."
751,"The screen, the software and the smoothness of the operating system."
752,"While we struggle with all the crashes and viruses, the kids computers stay consistent and so we caved in and bought one for buisness!"
753,I don't want to RUN a computer; I want to USE a computer.
754,i have dropped mine a couple times with only a slim plastic case covering it.
755,I also made a recovery USB stick.
756,Being a PC user for many years to switch to a Mac I will not go back.
757,"But with this laptop, the bass is very weak and the sound comes out sounding tinny."
758,I do admit it is pricey but the saying is really true with this MacBook Pro Laptop ( You get what you pay for).
759,"I've almost have bought every generation of MacMinis since 2005, and this one hasn't let me down."
760,"The built quality is really good, I was so Happy and excited about this Product."
761,I am loving the fast performance also.
762,I had to return it because it wouldn't even start.
763,"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor."
764,Great deal on an amazing lap top!
765,If you start on the far right side and scroll to your left the start menu will automatically come up.
766,Best money I ever spent.
767,My only gripe would be the need to add more RAM.
768,But I didn't want to spend another thousand on a laptop since my work already provides me with a PC.
769,Fine if you have a touch screen.
770,can never go wrong with apple products.
771,"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally."
772,"It doesnt get hot like my PC, with technology always at the tip of our fingertips anytime I forget how to do something i just google it."
773,"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers."
774,"This by far beats any computer out on the market today built well, battery life AMAZING."
775,"I haven't used it for anything high tech yet, but I love it already."
776,"The OS is easy, and offers all kinds of surprises."
777,I had to get Apple Customer Support to correct the problem.
778,Ideal for someone on the go or for a high school students.
779,A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.
780,"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff."
781,The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.
782,This flaw unfortunately detracts from everything else Apple got right with the Mini.
783,"After replacing the spinning hard disk with an ssd drive, my mac is just flying."
784,I know some people complained about HDMI issues but they released a firmware patch to address that issue.
785,With the needs of a professional photographer I generally need to keep up with the best specs.
786,Added an iMac about 2 years later.
787,packing and everything was perfect
788,I will not hesitate to recommend it to family and friends
789,I called Toshiba where I gave them the serial number and they informed me that they were having issues with the mother boards.
790,"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty, related to the graphics card."
791,It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.
792,This computer is also awesome for my sons virtual home schooling.
793,Cost is more as compared to other brands.
794,also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-
795,This hardware seems to be better than the iMac in that it isn't $1400 and smaller.
796,I'm done with WinDoze computers.
797,I've had it for about 2 months now and found no issues with software or updates.
798,the latest version does not have a disc drive.
799,Screen - although some people might complain about low res which I think is ridiculous.
